recipe_name,recipe_url,servings_text,cook_time_text,index_page,description,recipe_yield,prep_time,cook_time,total_time,ingredients,instructions,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,is_low_fodmap,parse_status
Ground Beef Tortillas,https://www.monashfodmap.com/recipe/ground-beef-tortillas/,Serves: 4,Cook: 30 minutes,27,Ground beef tortillas are the perfect way to get your family into the kitchen!,4,PT10M,PT30M,PT40M,"Premium ground beef (beef mince) | tbsp garlic-infused olive oil | 3 medium carrots, grated | 2 cups fresh kale, finely shredded | 1 can chopped/crushed tomatoes | Low FODMAP beef stock | 2 tsp paprika | 1 tsp ground cumin | 1 tsp dried oregano | 2 tsp Worcestershire sauce | 1 cup green spring onion tips | ½ cup fresh coriander | ⅓ cup buckwheat groats | Salt and pepper, to taste | 8 corn tortilla | 4 cups lettuce | Red Capsicum (Bell Pepper) | Green Capsicum (Bell Pepper) | 1 medium cucumber","Prepare the vegetables. Grate the carrots and finely shred the kale. Finely chop the green spring onion tips. Roughly chop the fresh coriander. Place the coriander and spring onion tips to one side for later. | Heat a large frypan over medium-high heat. Add the garlic infused oil. Fry the ground beef (mince) until brown. Then add the beef stock, canned tomatoes, kale, carrots, paprika, ground cumin, dried oregano, and Worcestershire sauce. Season generously with salt and pepper. Mix well. Reduce heat to medium-low and allow to simmer for 15 to 20 minutes. | While the ground beef cooks, cook the buckwheat. Measure out the buckwheat groats and place in a small saucepan (make sure it has a lid). Add ⅔ cup (170ml) of cold water. Place over medium-high heat and bring to the boil. Then turn down the heat to medium-low, cover, and allow to simmer for 10 minutes. Check that the buckwheat is soft, then drain and rinse in warm water. Drain again. | While the buckwheat and ground beef finish cooking, make the salad. Wash and shred the lettuce, deseed and dice the red capsicum, peel and thinly slice the cucumber. Grate the cheese if using. | Once the buckwheat is cooked, you can mix it through the ground beef mixture. Just before serving mix through the fresh coriander and the green spring onion tips. Season with more salt and pepper if needed. | Warm the corn tortillas according to packet directions. | Serve the ground beef in the tortillas with the salad. Add a serve of low FODMAP cheese, lactose free mayonnaise or garlic infused mayonnaise for extra flavour. Enjoy!",2084.0,41.8,33.7,20.5,11.4,16.4,True,ok
"Ham, Cheese & Spinach Toasted Sandwiches",https://www.monashfodmap.com/recipe/ham-cheese-spinach-toasted-sandwiches/,Serves: 2,Cook: 5 minutes,27,This toastie is packed with flavour while being so simple to make. Plus its low FODMAP!!,2,PT5M,PT5M,PT10M,4 slices sourdough spelt bread* | tbsp butter | 1 tsp dijon mustard | 2 slices hard cheese | 2 slices leg ham | ½ cup baby spinach,"Preheat a sandwich maker | Spread 4 slices of bread with butter | Turn over 2 slices of bread and spread with mustard. Top with cheese, ham and spinach. Sandwich together with the remaining 2 slices of bread. Buttered sides should face out. | Place sandwiches in the sandwich maker and cook for 2-3 minutes, or until bread is golden brown and cheese is melted.",1628.0,18.8,28.2,21.7,2.3,1.8,True,ok
Berry Frangipane Tart,https://www.monashfodmap.com/recipe/berry-frangipane-tart/,Serves: 6,Cook: 30 minutes,27,"This recipe is one of the quickest, most impressive desserts you&#x27;ll find. The hardest thing will be keeping to the low FODMAP serve size!",6,PT10M,PT30M,PT40M,"Butter, softened | ½ tsp vanilla extract | ⅓ cup caster sugar | 1 egg | ¾ cup almond meal | tbsp gluten-free cornflour | Blueberries (or a mix of low FODMAP berries) | tbsp pure icing sugar","Preheat oven to 180°C/356°F. Grease 6-8 loose-based flan tins and place on oven tray, you can also use one large loose-based shallow tin. | Mix butter, vanilla, and caster sugar together in a small bowl with electric mixer until combined. Add the egg and mix well. | Gently mix in the almond meal and cornflour, stir until smooth. Spoon the mixture into the tin/s, smooth the surface with the back of a hot spoon and sprinkle with blueberries, pushing them into the mix slightly. | Bake in the oven for 30 mins until the surface is golden brown and firm to touch. Let stand before turning out of the trays. | Serve with a dusting of icing sugar.",1145.0,4.1,23.5,18.5,1.7,20.4,True,ok
Gnocchi alla Trapanese,https://www.monashfodmap.com/recipe/gnocchi-alla-trapanese/,Serves: 2,Cook: 20 minutes,28,"Here is a super fast, classic pesto recipe you can whip up for dinner tonight!",2,PT5M,PT20M,PT25M,Pepitas (pumpkin seeds) | Basil | tbsp garlic infused olive oil | tbsp extra virgin olive oil | Pecorino cheese | ~10 cherry tomatoes | Green beans | Gluten free gnocchi | 1 lemon | Rocket,"Fill a pot with salted water and bring to the boil over a high heat. | Place pepitas into a bowl, add a pinch of salt. | Pick and very finely chop the basil, and stir into the pepitas with 1 tbsp of olive oil and 1 tbsp of garlic oil. Season with salt and black pepper, then finely grate in half the pecorino. | Halve the tomatoes and add to the pesto mix. Crush with your hands until they are mixed together. | Trim the beans and add to boiling water for 4 minutes, or until tender. Lift out of pan and chop into 3cm lengths. Put aside. | Add the gnocchi to the boiling water and cook for 2 to 3 minutes, or until they float. | Drain, reserving a mugful of cooking water, then tip back into the warm pan along with the pesto and beans. Put the pan over low heat and stir gently, loosening with cooking water, until everything is hot and the gnocchi is coated with pesto. | Measure 1 tbsp of olive oil into a bowl, season, and squeeze in lemon juice to taste. Add the rocket, then toss to cover. | Divide the gnocchi between plates, scatter with rocket and grate over the remaining pecorino.",2110.0,13.57,65.9,19.3,4.9,4.5,True,ok
"Ham, Cheese and Spinach Breakfast Muffins",https://www.monashfodmap.com/recipe/ham-cheese-and-spinach-breakfast-muffins/,Serves: 6,Cook: 20-25 minutes,28,"Looking for something different for breakfast? Here is a delicious, low FODMAP muffin recipe which is very easy to make and a good source of fibre.",6,PT10M,PT25M,PT35M,"1½ cups corn (maize) flour | ½ cup oat bran | 2¼ tsp baking powder | ½ tsp xanthan gum | ⅓ cup lactose free cream (thickened) | ½ cup lactose-free milk. A little extra if required | 2 large eggs | 1 cup diced, lean good quality ham | ½ cup chives, chopped | ¾ cup low fat, grated cheddar cheese | 1¾ cup baby spinach, roughly chopped | Olive oil spray for muffin cases | Extra ⅓ cup grated, low-fat cheddar cheese | ½ tsp smoked paprika","Preheat oven to 160°C/320°F (180°C/356°F if not fan-forced) and on a lower shelf of the oven, half fill a baking tray with boiling water. | Sift flour, baking powder and xanthan gum into a large bowl then stir through bran. | In a separate bowl, whisk eggs with the cream and milk. Stir in ham, chives, spinach and cheese. | Make a well in the flour mix and fold wet mix into the dry ingredients. You may have to add more milk to achieve a dough that is slightly sloppy, but not too wet). | Place large muffin cases in a muffin tray and spray well with olive oil. | Fill muffin cases (see tip below) and tap down top surface with a wet finger. | Sprinkle the top of each muffin with grated cheese, then paprika. | Bake for about 20 to 25 minutes until golden brown (an inserted skewer should be clean when removed).",1337.0,15.07,35.83,11.79,2.69,2.24,True,ok
Chinese Style Chicken & Creamed Corn Soup,https://www.monashfodmap.com/recipe/chinese-style-chicken-creamed-corn-soup/,Serves: 6,Cook: 55 minutes,28,"This popular, delicious and simple Chinese style soup that makes a mouth-watering main, starter or snack",6,PT5M,PT55M,PT60M,"low FODMAP chicken stock or Monash University Low FODMAP Certified™ chicken stock (salt reduced) | 1 large raw chicken breast, skinless and bone-free | 1 can creamed corn | 3 tsp ginger, fresh, finely chopped or grated | 1 can water chestnuts, sliced, drained | tsp corn (maize) starch | tbsp soy sauce | 2 large eggs, beaten | 3 tsp sesame oil | 1 cup green spring onion top, finely sliced | Extra green tops, fresh chilli, bean shoots and lemon wedges for serving","Bring the stock to the boil in a large saucepan. Drop in chicken breast, turn off the heat, cover with a lid and steep for 30 minutes. Remove the chicken breast and refresh in cold water for about 10 minutes. See tips below if you are using leftover cooked chicken. Finely shred or chop the chicken. | Add corn, water chestnuts, sesame oil and ginger to stock and bring to the boil then reduce to a simmer. | Combine soy sauce and cornflour into a paste then drizzle into the soup while constantly stirring into the soup to slightly thicken. | Add shredded chicken to the soup and slowly drizzle in egg while stirring. | Add the green onion tops, bring to a bear simmer. | Serve into bowls topped with extra green onion tops, a squeeze of lemon, bean shoots and fresh chilli slices on the side.",1324.0,28.9,16.3,13.8,3.9,6.8,True,ok
Carrot Cake Porridge,https://www.monashfodmap.com/recipe/carrot-cake-porridge/,Serves: 4,Cook: 20 minutes,28,"Carrots in porridge? For some, an odd combination but we promise, it is super delicious!",4,PT5M,PT20M,PT25M,"1 cup rolled oats | 3 cups of water | 2 medium carrots, grated | 1 tsp cinnamon | tbsp linseeds (flaxseeds) | ¼ cup raisins OR dried cranberries | ¼ cup walnuts (or other low FODMAP nuts you like) | ½ cup milk of your choice | 4 tbsp hemp seeds (optional) | Maple syrup to serve","In a medium pot, add the oats and water stirring with a wooden spoon over medium heat. | When the oats just come to a boil, turn the heat down and add the carrots and cinnamon, stirring. | When the porridge has cooked to your liking, about 10-12 minutes total, take off the heat and stir in the linseeds (flaxseeds), dried fruit and nuts. | Serve into 4 bowls and top with the milk, maple syrup and to boost your protein, 1 Tbsp of hemp seeds.",1213.7,9.6,29.5,14.0,5.6,12.3,True,ok
Breakfast Tortillas,https://www.monashfodmap.com/recipe/breakfast-tortillas/,Serves: 4,Cook: 10 minutes,28,Change up brekkie with these quick and easy protein rich tortillas!,4,PT5M,PT10M,PT15M,"4 corn tortillas^ | 4 eggs | tbsp macadamia dukkah* | 1 cup mozzarella cheese, grated | Natural yoghurt, lactose free if required | 2 medium tomatoes, diced | Parsley or coriander to serve","Place a medium pot filled with water on the boil. When simmering, add the eggs (in their shell) for 5½ minutes. Remove and rinse under cold water to stop the cooking process and peel when cooled. | Heat a large non-stick pan on medium heat, heat tortillas for ~20 seconds on each side until they are soft and warm. As you cook them, place in a sealed plastic container and cover with a dry cloth to keep them hot and soft ready for serving. | Spread the yoghurt over the tortillas, sprinkle with cheese and diced tomatoes. Cut the boiled eggs in half and place on the tortilla and sprinkle with dukkah and herb of your choice. | Season with salt and cracked pepper to taste, you can squash the egg in the centre of the tortilla and wrap it up for a portable breakfast.",1600.0,19.3,27.0,20.1,3.4,3.2,True,ok
Braised Lamb Shanks,https://www.monashfodmap.com/recipe/braised-lamb-shanks/,Serves: 4,Cook: 2 hours 40 minutes,28,"Here is a filling, easy to prepare lamb shank recipe cooked with low FODMAP veggies",4,PT10M,PT160M,PT170M,"4 trimmed lambs shanks | Olive oil spray | Beef stock or Massel&#x27;s Monash FODMAP certified beef stock. (Some extra might be required so the lamb shanks are almost covered prior to braising). | 1 cup dry red wine | tbsp tomato paste | tbsp olive oil and garlic-infused oil | 3 large carrots, top, tailed, scrubbed, coarsely diced | 3 medium parsnips, top, tailed, peeled, coarsely diced | 1 large eggplant, topped, coarsely diced | 8 sprigs rosemary leaves | 1 tsp salt, to taste | 1 tsp cracked black pepper, to taste","Preheat oven to 220°C, line a baking tray with non-stick paper, lightly spray the shanks with olive oil and roast for 30 minutes. Discard the fat. | In a saucepan over a high heat, sauté the vegetables and rosemary in the olive oil and garlic oils for about 10 minutes or until lightly browned. Add the wine, stock and seasoning (to taste) and bring to the boil. | Place the shanks in a single layer in an oven proof dish with a lid (Dutch Oven) or a deep baking tray. Add the vegetables, stock and wine (if required, top up with extra stock until the shanks are almost covered). | Cover very tightly with non-stick paper and a double layer of aluminum foil (or a tightly fitting lid) and braise at 160°C for 2 hours.",2251.0,34.2,28.6,31.2,10.8,14.4,True,ok
Banana Bread Smoothie,https://www.monashfodmap.com/recipe/banana-bread-smoothie/,Serves: 1,Cook: No cooking required,29,When you&#x27;re craving sweets but a piece of fruit isn&#x27;t cutting it - THIS SMOOTHIE!,1,PT5M,PT0M,PT5M,"1 firm (slightly green) banana, peeled, sliced and frozen | ½ cup unsweetened almond milk (calcium-fortified) | ¼ cup rolled oats | ¼ cup plain low-fat Greek yoghurt* | ½ tsp vanilla essence | 1 pinch of cinnamon | 1 pinch of nutmeg | ½ tsp maple syrup (optional - if you like a sweeter smoothie)",Add all ingredients into a blender and blend until smooth and creamy. Serve immediately!,1373.0,10.3,52.9,7.7,6.3,28.6,True,ok
Oat and Banana Pancakes,https://www.monashfodmap.com/recipe/oat-and-banana-pancakes/,Serves: 6,Cook: 20 minutes,29,"Pancakes, flapjacks or griddle cakes are an old favourite for breakfasts and snacks and the kids love them as well!",6,PT20M,PT20M,PT40M,"1 cup rolled oats | ⅓ cup unprocessed oat bran | ⅔ cup rice flour | 2 eggs | 1½ firm bananas | Low-fat milk (lactose-free if required), extra if required | 2 tsp baking powder | ¾ tsp cinnamon (optional) | 1 small pinch salt","Weigh or measure all dry ingredients into a food processor, blender or Thermomix and process until they are fine. | Add the bananas, eggs and gradually pour in the milk and mix until the mixture has a slightly runny consistency. Add more milk if required. | Rest batter for 15 mins. Note that the mixture will thicken during resting so add more milk if it is too thick to spoon into a frypan. | Heat some butter and/or spray oil in a frypan over a medium heat. | Spoon the mixture (about 2 Tbsp per pancake) into the frypan to form ~9cm pancakes. | Cook until bubbles start to form on the top (reduce the heat if required to prevent burning). | Flip and cook ~ 1 min on the other side (pancakes should be golden on both sides).",924.0,8.0,33.0,6.0,3.6,7.0,True,ok
Atlantic Salmon with Thick Cut Potato Chips,https://www.monashfodmap.com/recipe/atlantic-salmon-thick-cut-potato-chips/,Serves: 4,Cook: 1 hour,29,Try this healthy version of fish and chips the whole family can enjoy,4,PT10M,PT60M,PT70M,"4 Atlantic salmon fillets (from the body of the fish not the tail, buy with skin on to reduce the cost), scored twice on the skin side in the thickest part of the fish. | Fresh lemons as required for basting. | Salt, to taste | 8 small kipfler potatoes | Olive oil to drizzle | Salt, to taste | Paprika or mixed fresh herbs to taste, optional","Wash the potatoes very well removing any soil. | Boil the potatoes for 20 minutes in salty water over the stove. | Preheat the oven to 220°C/428°F or 200°C/392°F if fan forced. | Remove the potatoes from the boiling water and leave to cool for a few minutes. Peel (optional) and slice the potatoes into ~ 6 chip slices. | With a fork scrape along all the sides of the potatoes to roughen up the sides. This will allow the oil and salt to go into the crevasses for extra flavour and help crisp the chip. | Drizzle olive oil over the potatoes and sprinkle with sea salt. Now you can also add in your fresh herbs or sprinkle paprika if you choose. Toss to coat the potatoes. | Place the potatoes on a tray lined with baking paper and cook in the oven for 20-30 minutes. Meanwhile, BBQ the salmon. | Heat BBQ to high setting and preferably use a grill not a plate. | Place fish on BBQ skin side down. Add salt, butter, squeeze of lemon and herbs/spices. | Grill salmon for 10-15 min, turning the fish about halfway through cooking and adding extra butter, lemon and herbs and spices as desired.",2405.0,32.5,39.3,32.5,4.6,3.4,True,ok
Beef & Fetta Meatballs with Kale Pesto Pasta,https://www.monashfodmap.com/recipe/beef-fetta-meatballs-kale-pesto-pasta/,Serves: 4,Cook: 15 minutes,29,"A common tasty, quick and easy dinner is pesto pasta, however picking up a packet of pasta and a jar of pesto is usually not a low FODMAP option, so here is a great alternative!",4,PT15M,PT15M,PT30M,"Lean beef mince | Feta cheese | 2 slices Monash FODMAP certified bread, made into breadcrumbs | tbsp flat leaf parsley, chopped | tbsp tomato paste | cherry tomatoes | Gluten free pasta | Red wine vinegar, to drizzle | Chopped kale | ⅓ cup firmly packed basil leaves | ⅓ cup finely grated pecorino | tbsp garlic-infused olive oil | Olive oil | tbsp lemon juice | 3 tbsp pepitas (pumpkin seeds)","Preheat oven to 220°C/428°F. Line a baking tray with baking paper. | Make the pesto by placing kale, pecorino, pepitas and basil in a food processor. Process until finely chopped. With the motor running, gradually add the oil and lemon juice in a thin, steady stream until combined and set aside. | Combine mince, fetta, breadcrumbs, parsley and tomato paste in a bowl and season. Roll tablespoons of mixture into balls. Place on the lined tray and spray with olive oil. Bake for 10 minutes then turn and add the tomatoes to the try and bake for a further 10 minutes, or until meatballs are cooked through. | Whilst meatballs are in the oven, cook the pasta according to the packet instructions. Just before draining the pasta, reserve ⅓ cup of cooking liquid (this helps the pesto stick to the pasta and makes a creamy sauce). | Place drained past back into cooking pot and add the pesto and reserved liquid, portion out and evenly distribute the meatballs and tomatoes on top and drizzle with a small amount of red wine vinegar for a little zing.",2590.0,44.0,9.0,44.0,2.9,2.7,True,ok
"Capsicum, Fetta & Chicken Sandwiches",https://www.monashfodmap.com/recipe/capsicum-fetta-chicken-sandwiches/,Serves: 2,Cook: 20 minutes,29,Change up your lunch with this gourmet sandwich. Simple yet delectable!!,2,PT5M,PT20M,PT25M,"1 chicken breast fillet | Olive oil cooking spray | 4 slices, sourdough spelt bread* | Fetta cheese | 1/4 medium red capsicum, deseeded, cut into strips | ¼ cup basil leaves","Cut the chicken breast in half, to form 2 thin fillets. Spray with olive oil. Season with salt and pepper. Heat a frying pan over medium heat. Cook chicken fillets for 3 minutes on each side, or until just cooked through. Remove to a plate. Cover with foil. Stand for 5 minutes. Slice into thin strips. | Preheat a sandwich press. Lightly spray 4 slices of bread with oil. | Place 2 slices of bread on a place, oiled side down. Spread with feta. Season with salt and pepper. Top with chicken, peppers and basil. | Sandwich together with remaining bread slices, oiled side up. | Cook sandwiches for 5 to 6 minutes or until golden. Serve.",2515.0,46.0,40.0,27.2,6.2,4.0,True,ok
Macadamia Nut Dukkah,https://www.monashfodmap.com/recipe/macadamia-nut-dukkah/,Serves: 20,Cook: 15-20 minutes,29,"Dukkah is a delicious, versatile, Middle Eastern sprinkle and there are many variations available!",20,PT5M,PT20M,PT25M,"⅓ cup macadamia nuts | Tbsp sesame seeds (white) | Tbsp coriander seeds | Tbsp cumin seeds | Tbsp cinnamon (ground Dutch) | 1 tsp chilli powder (optional) | 1 tsp pepper (black, ground or milled) | 1 tsp salt","Roast macadamia nuts at 160°C/320°F for ~15 to 20 minutes (see tips below). Cool nuts. | Roast coriander seeds and cumin seeds separately until aromatic (see tips) and cool. | Roughly grind cumin and coriander in a spice grinder or mortar and pestle. | Roughly grind nuts in a mortar and pestle or a place in a sturdy plastic bag and belt with a mallet or rolling pin. Note, make sure they are still chunky! | Mix all ingredients well. | Store in a snap seal bag or container in the freezer (see tips)",144.6,0.8,0.8,2.9,1.4,0.2,True,ok
Asian Inspired Quinoa Salad,https://www.monashfodmap.com/recipe/asian-inspired-quinoa-salad/,Serves: 4,Cook: 20 minutes,30,"Quinoa is known as quite a trendy food but in fact it is delicious, low in FODMAPs and a higher fibre alternative to other grains such as rice.",4,PT10M,PT20M,PT30M,"1 cup of tri-coloured quinoa cooked in 2 cups of water or our certified low sodium vegetable or chicken-style stock (or homemade low FODMAP stock) | 1 large red capsicum, large, ½ cm diced | 2 medium Lebanese cucumbers, ½ cm diced | 1 large carrot, grated | ½ cup fresh mint, chopped | ½ cup fresh coriander, chopped | Juice of 2 lemons OR limes | tbsp of fish sauce (soy sauce or vegan fish sauce for vegan option) | 2 tsp ginger, minced | 2 tsp sesame oil | Chopped fresh chilli (optional)","Rinse quinoa very well in a fine sieve*. Cook quinoa by covering 1 cup with 1½ cups stock or water and microwave in a covered container for 10 minutes. Alternatively, to cook on the stove top, bring to the boil, then reduce heat to very low and cook covered for 10 minutes. Allow quinoa to rest (still covered) off the heat for a further 10 minutes. Place in a large bowl and fluff with a fork then allow to cool. | *It is very important to rinse your quinoa well or it will taste VERY bitter | While the quinoa is cooking prepare the vegetables and herbs then add to the quinoa and combine. | Add all dressing ingredients into the bowl and mix well.",860.0,7.7,32.7,4.7,6.2,10.5,True,ok
Pecan Pie,https://www.monashfodmap.com/recipe/pecan-pie/,Serves: 8,Cook: 1 hour,30,"Try this delicious, low FODMAP Pecan Pie treat to share with your friends and family.",8,PT30M,PT60M,PT90M,"1 cup water | 2 tsp salt | Unsalted butter, chopped and kept cold | Gluten free flour mix (plus ½ cup for kneading) | Xanthan gum | 2 eggs | Unsalted butter, chopped | Brown sugar | Rice malt syrup | Maple syrup | 3 eggs, lightly beaten | 1 tsp vanilla extract | Pecans | Lactose free cream to serve","Preheat oven to 200°C/392°F | In a saucepan, combine water, salt and butter. | Bring to a simmer and add the flour and xanthan gum. Stir vigorously with a wooden spoon. Lower temperature and continue cooking and stirring until the pastry comes away from the sides and is well combined. Remove from heat and let cool to room temperature. | When cooled, whisk 1 egg at a time, add the first egg and incorporate fully. If the mixture is a dough texture you may not need the other egg. | Turn dough out onto a surface with the extra ½ cup of flour and knead until shiny. | Wrap pastry in cling film and refrigerate. | When chilled (can leave it overnight) roll pastry between two sheets of baking paper with a rolling pin until 0.5cm thick. | Place pastry into greased loose bottom fluted pie dish and press down, trim edges with a knife. | Pierce bottom of pastry several times with a fork to avoid it puffing up, blind bake with baking beans or rice for 15 minutes. | Reduce oven temperature to 175°C/347°F | Place butter, sugar, rice malt and maple syrup into a saucepan and cook over a low-medium heat, stirring until butter melts and mixture is smooth, not grainy. | Remove from heat and leave to cool slightly. | When cooled, add eggs and vanilla and whisk to combine. | Scatter pecans over pastry base and pour syrup over the top. | Place pie on an oven tray and bake in the oven for 35 minutes or until filling is browned and firm to touch.",2568.0,8.2,57.8,39.9,2.5,32.4,True,ok
Chicken or Beef Stock,https://www.monashfodmap.com/recipe/chicken-or-beef-stock/,Serves: 600ml stock,Cook: 8 hours,30,,,,,,,,,,,,,,True,missing_json_ld
Green Smoothie,https://www.monashfodmap.com/recipe/green-smoothie/,Serves: 1,Cook: No cooking required,30,Need breakfast on the run? Or an afternoon pick me up? Then this low FODMAP green smoothie is the perfect option.,1,PT5M,PT0M,PT5M,"Fresh pineapple (chopped into pieces &amp;amp; frozen, see hints) | 1 cup of baby spinach | 60ml (¼ cup) lactose-free yoghurt | 80ml (⅓ cup) soy protein milk (almond milk, lactose free milk, hemp milk or coconut milk) | tbsp dried shredded coconut | 2 tsp chia seeds | 6 large ice cubes","Place the pineapple pieces, baby spinach, goat’s milk yoghurt, soy protein milk (or low FODMAP milk), dried shredded coconut, and chia seeds into the blender. Then add the ice cubes – if you are using unfrozen pineapple, add a couple more ice cubes. | Blend until smooth. If your mixture is too cold and won’t blend, add a little bit more low FODMAP milk and then continue blending. | Serve immediately and enjoy!",1047.0,9.6,23.49,11.44,6.54,20.32,True,ok
Vegan French Toast,https://www.monashfodmap.com/recipe/vegan-french-toast/,Serves: 1,Cook: 5 minutes,30,Wake up to this irresistible vegan weekend breakfast that is also low FODMAP!!,1,PT5M,PT5M,PT10M,¼ cup soy milk made with soy protein | Firm tofu | ½ tsp vanilla extract | 1 tsp cinnamon | 1 tsp nutmeg | 1-2 slices of gluten-free bread or spelt sourdough bread | 1 tsp of oil for cooking OR cooking oil spray | Maple syrup to serve,"Add the tofu, soy milk, vanilla extract, cinnamon and nutmeg to a blender and process until well combined. If you don&#x27;t have a blender, just give it a good whisk in a small bowl. | Pour the wet mix into a shallow dish and add the bread. Leave the bread to soak for a minute or so, then flip it over to make sure the other side of the bread is coated. | Heat a non-stick frying pan over medium-high heat and add oil. When the oil is hot, add the bread to the frying pan. Cook on one side for a few minutes until golden brown, then flip the bread over and cook until the other side is golden brown. | Serve on a plate and top with maple syrup.",1354.0,18.3,32.9,10.8,4.9,2.4,True,ok
Herby Chicken & Pork Meatballs with Cranberry Sauce,https://www.monashfodmap.com/recipe/herby-chicken-pork-meatballs-cranberry-sauce/,Serves: 21 meatballs - 3 per serve,Cook: 20 minutes,30,Looking for a finger food platter to take to your next party? Try these low FODMAP chicken and pork meatballs with cranberry sauce.,21 meatballs - 3 per serve,PT30M,PT20M,PT50M,"Lean pork mince | Lean chicken mince | 1 medium egg | ¾ cup spring onion tips (green tips only) | tbsp garlic infused oil | ½ tsp dried thyme | 1½ tsp dried oregano | tbsp fresh parsley | ½ cup gluten free breadcrumbs | 1 tbsp soy protein milk (lactose-free milk, hemp milk, almond milk) | 1 tbsp neutral oil (Ricebran, Canola, Olive Oil) | Dried cranberries | Boiling water | ⅓ tsp orange zest (Strip from a small orange) | tbsp white sugar | 1 tsp pinot noir wine (optional)","Place the dried cranberries in a large bowl. Pour over boiling water until they are completely submerged. Cover the top of the bowl with clingfilm to keep the steam in. Leave to soak for 20 to 30 minutes, until the cranberries have rehydrated and are soft. | While the cranberries soak, make the meatballs. Beat the egg in a small bowl. Roughly chop the green tips of the spring onion and finely chop the fresh parsley. Place the chicken and pork mince, spring onion tips, fresh parsley, beaten egg, garlic infused oil, dried thyme, gluten free breadcrumbs, and soy protein milk (lactose free milk, almond milk or hemp milk) into a large bowl. Mix with your hands until well combined. | Roll the mixture into about 21 small meatballs and place on two dinner plates. Place a large non-stick frypan on to heat over medium high heat. Place the dinner plates into the microwave and cook on high for 30 seconds per plate (this will help cook the centre of the meatball). | Add the neutral oil to the frypan. Transfer the meatballs into the hot frypan and cook for 5 to 10 minutes until the meatballs are golden and cooked through. Make sure you shake the pan every couple of minutes to move the meatballs so they cook evenly. Once cooked through transfer to a serving plate. | While the meatballs cook, finish the cranberry sauce. Zest the orange (the trick is to only zest the bright orange layer and not the bitter white layer underneath) | Drain the cranberries using a sieve but save the cranberry water they soaked in (the cranberries should now weigh about 225g or 7.9 oz). Transfer the cranberries with 6 to 7 tablespoons of cranberry water to a blender/food processer or use a stick blender. Process until reasonably smooth (a few chunky bits of cranberry are okay). | Place into a small saucepan and add the sugar, orange zest and pinot noir wine if using. Place over medium low heat and allow the sugar to dissolve and sauce to reduce slightly (this will take about 5 minutes), stirring occasionally. To burn off the alcohol in the wine allow the sauce to simmer for 1 minute. Once the sauce is your desired consistency remove it from the heat and place in a small bowl. Garnish with orange zest if desired. | Serve the chicken and pork meatballs with the cranberry sauce. I would recommend placing a teaspoon in the sauce so people can scoop it onto the meatballs. Serve meatballs and sauce warm or cold. Make sure you divide the cranberry sauce into 10 serves to stay within the low FODMAP serving size. This is just over a tablespoon per person. | If you are making the meatballs and sauce in advance make sure you keep them in the refrigerator.",1289.0,20.5,21.8,15.5,1.5,11.7,True,ok
Vegetable Stir Fry,https://www.monashfodmap.com/recipe/vegetable-stir-fry/,Serves: 4,Cook: 10 minutes,31,Asian inspired stir-fries are one of the fastest and healthiest meals you can easily whip up.,4,PT10M,PT10M,PT20M,"¼ cup canola oil | tbsp garlic-infused oil | 2 tsp sesame oil | tbsp ginger, finely minced | 1 red chilli, sliced finely (optional) | Bean sprouts | 2 large zucchinis | 1 large green capsicum (bell pepper) | 2 carrots | Oyster mushroom | ⅓ cup soy sauce | tbsp cider vinegar | 1 bunch herbs like Thai basil and/or coriander leaves | tbsp toasted sesame seeds, to serve",Prepare all the vegetables. Roughly chop the greens and if leafy keep the stems separate and chop in half for faster cooking. Finely slice the hard vegetables e.g. carrots into long diagonals. Rip the oyster mushrooms into lengths. | Heat the oils in a wok or large pot and quickly fry the ginger (and chillies if using) for about 1 minute. | Add the harder vegetables in the order that they take longest to cook e.g. carrots first. Repeatedly stir and cover for a few minutes. Add the zucchini and repeat then finally add the remainder of vegetables and stir and cover for about a minute. | Add the soy sauce and vinegar and stir and cover until the greens have wilted. | Remove from the heat and stir through the herb leaves and serve immediately on its own or with brown rice or noodles. Garnish with toasted sesame seeds.,1426.0,7.0,10.3,29.0,9.0,8.4,True,ok
Broccoli Salad with Yoghurt Dressing,https://www.monashfodmap.com/recipe/broccoli-salad-yoghurt-dressing/,Serves: 8,Cook: 5 minutes,31,"Looking for the perfect salad to accompany any occasion? Try this broccoli salad with hints of sticky, salty goodness!",8,PT10M,PT5M,PT15M,"2 large broccoli, cut into florets (stalks removed) | 2 cups baby spinach leaves | 1 large green capsicum, diced | Garlic free sun-dried tomatoes, cut into thin strips | 6 rashers cooked shortcut bacon, diced | ¼ cup feta cheese, crumbled | ¼ cup walnuts, toasted | ¼ cup green spring onion tops, finely sliced | Dressing: | Plain, low-fat yoghurt (lactose-free if required) | tbsp apple cider vinegar | tbsp pure maple syrup | tbsp wholegrain mustard | Salt and pepper to taste","Half fill a large pot with water and bring to the boil. Once boiling, place broccoli florets into pot and blanch for 1-2 minutes to soften slightly. Drain, rinse with cold water and set aside in a large salad bowl to cool. | Meanwhile, add dressing ingredients to a jug and whisk until well combined. | Add all remaining salad ingredients to salad bowl and pour over dressing. Toss with tongs until all ingredients are well combined and thinly coated in dressing.",793.0,12.5,11.2,9.5,4.6,10.6,True,ok
